area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance
350,3,2,4,-,acept,furnished,0,6522,492,116
417,3,5,8,-,acept,not furnished,0,7650,450,126
350,4,4,4,-,acept,not furnished,0,6000,192,107
40,1,1,1,8,not acept,not furnished,440,2800,100,36
30,1,1,1,15,not acept,furnished,668,3500,127,45
142,3,4,2,4,acept,not furnished,1100,4500,375,58
110,3,3,2,5,acept,furnished,1300,4000,300,59
100,4,4,1,-,acept,not furnished,0,10000,9,151
377,5,4,3,-,acept,not furnished,0,8000,900,121
230,2,3,3,17,acept,furnished,2575,8000,633,102
35,1,1,0,5,not acept,furnished,450,1800,91,7
32,1,1,1,16,acept,not furnished,533,2900,0,37
74,2,1,1,5,acept,not furnished,569,2024,71,8
147,2,3,4,19,acept,not furnished,2600,1200,375,16
35,1,1,0,3,acept,furnished,480,2500,60,32
26,1,1,0,7,acept,furnished,630,1500,84,20
70,2,2,1,5,acept,furnished,517,1700,5,22
150,3,3,3,19,acept,furnished,1800,2800,740,36
200,3,3,2,-,acept,not furnished,0,8000,292,121
60,1,1,1,14,acept,not furnished,583,1100,49,14
250,4,5,3,2,acept,not furnished,1700,2550,334,33
44,1,2,0,12,not acept,furnished,3300,3300,126,42
250,7,5,2,-,acept,furnished,0,6000,0,91
157,3,2,0,7,acept,not furnished,1325,4500,347,58
97,2,2,0,1,acept,not furnished,1200,5600,0,71
548,4,7,6,17,acept,not furnished,5905,15000,2484,200
28,1,1,0,1,acept,not furnished,0,1325,0,17
250,3,4,0,1,acept,furnished,2000,10000,1667,127
193,4,2,2,-,acept,not furnished,0,8900,255,146
428,5,5,4,-,acept,furnished,0,9600,667,158
50,2,1,0,2,not acept,not furnished,200,950,0,13
135,2,3,2,5,not acept,not furnished,2000,12300,542,156
103,2,2,1,8,acept,not furnished,530,1600,221,21
103,3,2,2,2,acept,not furnished,1500,1360,292,18
80,3,2,1,-,acept,not furnished,740,1500,150,20
160,3,3,2,10,acept,not furnished,1229,4000,390,51
238,4,3,4,24,acept,not furnished,2980,10200,1816,130
500,7,4,4,-,acept,not furnished,0,5500,167,91
580,5,5,4,4,acept,not furnished,9900,15000,2200,191
80,1,1,0,-,acept,not furnished,0,1370,50,21
210,4,5,3,12,acept,furnished,2620,2975,1184,38
106,3,3,1,7,acept,not furnished,900,2250,186,33
30,1,1,0,11,acept,not furnished,500,1200,21,16
156,3,2,1,-,acept,not furnished,0,2000,147,31
60,1,1,1,-,acept,not furnished,0,1250,0,19
200,3,4,0,2,acept,not furnished,3672,3600,780,46
70,2,2,0,1,acept,not furnished,280,1000,138,13
177,4,5,4,5,acept,not furnished,1500,9200,959,117
103,3,3,2,-,acept,not furnished,735,2500,19,38
440,4,4,4,-,acept,not furnished,0,12000,2500,181
65,2,1,1,8,acept,furnished,600,1700,92,22
260,5,3,3,12,acept,not furnished,2000,4000,487,54
200,4,4,6,-,acept,not furnished,0,4320,375,65
96,3,2,1,12,acept,not furnished,1122,3050,231,39
68,2,2,1,2,acept,furnished,690,2900,137,37
300,5,5,5,-,not acept,not furnished,0,4500,450,74
34,1,1,0,2,acept,not furnished,305,750,27,10
398,5,6,0,2,acept,not furnished,3500,8500,700,108
100,1,1,0,1,acept,not furnished,0,2600,0,35
176,4,5,3,6,acept,furnished,2136,6500,704,87
90,2,2,2,4,not acept,furnished,500,4000,250,54
680,7,6,8,-,acept,not furnished,0,8000,428,132
220,4,3,0,9,acept,furnished,3000,15000,1138,200
110,2,2,2,-,not acept,not furnished,0,2120,174,32
180,3,2,1,2,acept,furnished,1260,5500,255,70
36,1,1,1,8,acept,not furnished,410,1800,93,8
450,4,4,4,8,acept,not furnished,2394,12700,836,170
103,3,2,0,1,acept,not furnished,812,3300,336,43
101,2,2,2,5,acept,not furnished,480,1800,500,27
196,4,4,0,11,acept,not furnished,2450,6000,1458,77
28,1,1,0,-,acept,not furnished,495,1980,68,26
260,3,4,4,-,acept,not furnished,0,4500,0,68
330,4,2,5,-,acept,not furnished,0,1870,400,29
70,3,2,1,6,acept,not furnished,607,1189,96,16
33,1,1,0,3,acept,not furnished,500,1200,13,16
160,3,3,2,3,acept,not furnished,2200,10500,505,134
60,2,1,1,9,acept,not furnished,506,1350,42,18
36,1,1,1,1,acept,not furnished,130,1379,99,10
20,1,1,0,1,acept,furnished,0,2060,0,27
70,2,1,0,1,acept,not furnished,375,750,26,11
180,3,4,4,-,acept,furnished,0,4700,2,71
105,3,3,1,5,acept,not furnished,980,2150,0,28
275,4,5,4,1,acept,not furnished,4200,9700,1334,123
450,2,2,5,-,acept,not furnished,0,1512,71,25
360,4,6,4,-,acept,not furnished,864,7700,300,116
140,2,2,1,5,not acept,furnished,700,1900,150,25
900,3,5,8,-,acept,not furnished,0,8000,2250,121
152,3,5,3,9,acept,not furnished,1600,6000,321,88
280,3,4,3,-,acept,furnished,0,8000,500,121
230,4,4,3,5,not acept,not furnished,2564,2500,934,32
92,3,2,3,6,acept,not furnished,700,2100,167,27
58,1,1,1,-,acept,not furnished,0,1100,34,19
41,2,1,1,5,not acept,not furnished,248,1193,0,16
206,4,4,3,10,acept,not furnished,1890,12000,917,153
214,3,3,2,1,acept,not furnished,2016,5900,227,75
110,2,2,1,18,acept,not furnished,1286,1710,0,22
100,2,1,0,-,acept,not furnished,0,777,25,13
80,2,2,1,4,acept,not furnished,250,1200,0,16
311,3,4,3,20,not acept,not furnished,3075,13000,1753,174
200,2,3,2,1,acept,furnished,1700,15000,667,191
96,3,2,2,10,acept,not furnished,800,3200,189,41
140,4,2,1,1,not acept,not furnished,1700,6000,380,78
138,3,3,2,17,acept,not furnished,1100,7070,382,90
140,3,3,1,6,acept,furnished,2200,3900,359,50
60,2,2,1,2,not acept,not furnished,592,1250,0,17
40,1,1,0,-,not acept,not furnished,0,600,34,10
178,3,4,4,6,acept,furnished,2700,10200,667,130
140,3,3,2,-,acept,furnished,0,4900,25,74
72,2,1,0,1,acept,not furnished,864,1020,0,13
117,2,1,1,5,not acept,furnished,720,2700,11,35
35,1,1,1,1,acept,not furnished,0,977,30,13
42,1,1,0,1,acept,furnished,360,890,0,13
29,1,1,0,1,acept,not furnished,0,1100,8,15
130,2,1,0,1,acept,not furnished,650,2150,9,28
100,3,2,1,4,acept,not furnished,2350,5000,333,65
39,1,1,0,4,acept,not furnished,450,609,44,8
61,1,1,0,9,not acept,not furnished,394,1600,0,21
750,4,5,5,-,not acept,not furnished,0,10400,667,157
142,4,3,2,3,acept,not furnished,900,2700,277,36
650,4,4,8,-,acept,not furnished,0,7500,200,113
69,2,2,0,-,acept,not furnished,0,1700,73,26
100,2,2,4,-,acept,not furnished,0,2600,46,40
300,4,2,2,3,acept,not furnished,1750,8000,500,107
190,3,4,3,14,acept,furnished,1700,2740,900,35
115,2,2,0,13,acept,not furnished,950,4500,2731,58
119,3,1,1,5,acept,not furnished,926,1200,100,16
100,2,3,1,4,acept,furnished,1200,1890,42,24
55,2,1,1,3,acept,not furnished,400,1087,0,14
44,1,1,1,2,acept,furnished,724,3000,89,39
316,4,6,4,18,acept,furnished,4767,8000,1963,102
83,2,3,2,-,acept,not furnished,200,3500,167,53
1000,5,7,8,-,acept,not furnished,0,14980,1904,246
150,3,2,1,8,acept,not furnished,1172,4800,0,61
53,2,1,1,7,acept,not furnished,450,4200,42,54
49,2,1,1,-,acept,not furnished,400,970,4,13
185,3,3,2,6,acept,not furnished,1200,2200,100,28
40,1,1,0,-,acept,not furnished,0,1200,20,19
65,2,1,0,3,acept,not furnished,654,1140,9,15
67,3,2,1,10,not acept,not furnished,496,1560,72,20
46,1,1,1,9,acept,not furnished,500,2200,35,28
205,3,2,1,2,acept,not furnished,950,2200,156,28
550,5,5,3,-,acept,not furnished,0,9000,500,160
50,1,1,1,3,acept,not furnished,393,650,33,9
266,4,5,4,7,acept,not furnished,2900,10900,1167,139
280,3,2,2,10,acept,furnished,3140,8000,1126,104
1600,6,6,6,-,acept,furnished,0,7600,1834,115
70,1,1,0,4,acept,not furnished,760,2400,156,31
84,3,2,2,8,not acept,not furnished,700,2340,250,30
40,1,1,0,3,not acept,not furnished,496,1000,116,14
117,3,2,1,7,acept,not furnished,750,4110,384,53
68,2,2,2,8,acept,furnished,1030,3430,236,44
140,2,2,2,11,acept,furnished,692,2800,104,38
450,4,2,3,-,acept,not furnished,0,13000,1000,196
44,1,2,0,3,acept,not furnished,140,1350,100,20
40,1,1,1,3,acept,furnished,686,3200,52,41
70,1,2,1,1,acept,furnished,1300,8250,209,105
50,1,2,0,-,acept,not furnished,0,900,50,14
405,2,3,0,7,acept,not furnished,3500,4000,699,54
75,2,2,1,1,acept,not furnished,700,3160,165,41
80,3,3,1,3,acept,not furnished,560,1501,0,20
450,4,5,6,-,acept,not furnished,0,12000,1334,181
225,4,5,4,10,acept,furnished,1600,7106,0,91
250,3,2,3,35,acept,furnished,2500,15000,1084,191
60,2,1,1,5,not acept,not furnished,965,2200,165,28
31,1,1,1,9,not acept,furnished,1500,3400,150,44
100,3,1,3,-,acept,not furnished,0,2000,164,31
20,1,1,0,6,not acept,not furnished,420,1050,79,14
200,3,4,8,-,acept,not furnished,0,7000,25,106
50,1,1,1,8,acept,not furnished,780,1690,62,22
61,3,2,2,15,acept,not furnished,712,2200,90,28
200,3,4,2,3,acept,not furnished,4475,9800,820,125
100,2,2,0,-,acept,not furnished,0,11000,100,181
365,4,5,6,4,acept,not furnished,3722,13900,2588,177
38,1,1,0,13,acept,not furnished,414,3000,64,39
49,2,1,0,4,acept,not furnished,362,1350,58,18
207,3,5,4,6,acept,not furnished,2400,12000,934,153
82,3,2,1,6,acept,not furnished,825,1500,142,20
400,5,4,3,-,acept,not furnished,0,4000,250,61
170,4,2,2,6,acept,not furnished,2420,9000,834,116
105,3,2,2,3,acept,furnished,370,2890,217,43
383,4,4,5,2,acept,not furnished,2189,3004,709,39
168,3,3,3,3,acept,not furnished,1605,2700,322,35
53,2,2,1,10,acept,furnished,1940,2400,389,31
320,4,3,2,-,acept,not furnished,0,4500,125,80
300,3,4,3,18,acept,not furnished,3500,9900,834,126
100,3,2,3,-,acept,not furnished,0,2200,0,34
40,1,1,0,-,acept,not furnished,0,900,80,12
180,3,1,0,-,acept,not furnished,0,2500,334,38
257,4,5,4,8,acept,furnished,2730,7500,1107,96
178,2,4,2,2,acept,not furnished,2300,7000,891,89
179,3,3,0,9,not acept,furnished,1828,12000,472,153
64,2,1,0,1,acept,not furnished,300,1750,42,26
60,2,1,0,1,acept,not furnished,326,990,25,15
55,1,1,1,11,not acept,not furnished,696,2200,148,28
50,1,1,0,8,not acept,not furnished,470,1970,0,25
82,3,2,2,19,not acept,not furnished,470,1994,0,26
60,1,1,1,7,acept,not furnished,650,1210,106,16
40,1,1,1,9,not acept,furnished,1300,1200,68,18
230,4,4,8,-,acept,not furnished,0,5100,320,77
73,2,1,1,2,acept,not furnished,680,1300,20,17
79,2,2,1,1,acept,furnished,600,2000,75,26
230,3,4,2,3,acept,not furnished,2000,4800,292,61
214,3,3,3,4,acept,not furnished,3575,14000,1050,181
120,2,1,0,-,acept,not furnished,0,1500,90,23
200,4,2,1,-,not acept,not furnished,0,2500,334,38
85,3,2,2,9,not acept,furnished,940,3300,102,49
45,1,1,1,1,not acept,furnished,3000,5520,0,70
30,1,1,0,4,acept,not furnished,198,755,22,12
57,2,2,1,3,acept,not furnished,476,2300,0,30
500,4,7,3,-,acept,not furnished,0,15000,2500,226
322,4,5,5,17,acept,furnished,2700,15000,1875,191
20,1,1,0,3,not acept,not furnished,224,1530,0,20
100,2,2,1,-,not acept,not furnished,0,1346,0,24
620,4,6,4,1,acept,not furnished,8133,15000,4520,191
240,4,3,5,-,acept,not furnished,0,2500,120,45
95,3,2,2,10,acept,not furnished,900,7000,142,89
35,1,1,1,6,acept,not furnished,542,2100,99,27
325,5,4,7,-,acept,furnished,0,8900,417,146
58,3,1,1,1,acept,furnished,456,2800,21,36
200,4,4,3,6,not acept,not furnished,1400,9000,1000,115
92,3,2,2,2,acept,not furnished,1407,1100,250,14
65,2,1,1,9,acept,not furnished,450,1545,94,7
57,2,1,0,2,acept,not furnished,378,800,31,11
50,2,1,1,2,acept,not furnished,400,1600,0,21
165,4,5,2,4,acept,furnished,2500,9500,315,121
70,2,1,1,6,acept,not furnished,900,1900,122,25
230,4,3,1,1,not acept,not furnished,2400,4000,513,51
34,1,1,0,3,not acept,furnished,820,2000,114,26
25,1,1,0,-,not acept,not furnished,0,660,0,11
50,2,1,1,2,acept,not furnished,0,1800,0,23
120,3,2,2,2,acept,furnished,700,2975,155,44
60,2,1,1,-,acept,not furnished,0,1400,96,25
67,2,2,1,8,acept,not furnished,980,2240,215,29
22,1,1,0,26,acept,not furnished,384,2100,40,27
197,3,1,2,-,acept,not furnished,0,2100,290,32
105,3,3,1,3,acept,furnished,1300,2300,130,34
80,2,2,1,-,not acept,not furnished,0,1556,0,8
140,4,2,2,5,not acept,not furnished,820,2500,253,34
70,2,2,1,9,acept,not furnished,1200,4000,184,52
383,5,5,4,-,acept,not furnished,0,10000,250,178
172,3,4,3,5,acept,not furnished,1650,9000,900,115
57,2,2,1,6,not acept,not furnished,425,1800,75,27
32,1,1,1,23,acept,not furnished,1800,2000,416,26
341,10,6,7,-,acept,not furnished,0,5500,459,91
600,5,6,8,-,acept,furnished,0,10500,642,173
43,2,1,1,13,not acept,not furnished,307,2000,18,26
98,3,2,1,1,acept,not furnished,727,1233,84,16
36,2,1,0,6,acept,not furnished,590,1790,0,23
42,1,1,0,4,acept,furnished,500,2800,79,37
120,3,3,3,8,not acept,not furnished,700,2700,167,35
78,2,2,1,8,acept,not furnished,720,1400,290,19
113,3,4,2,7,acept,not furnished,1600,4000,591,51
47,2,1,1,1,not acept,not furnished,560,1390,0,18
60,2,2,1,5,acept,not furnished,478,1300,0,17
77,2,1,0,1,not acept,not furnished,0,1130,25,17
75,2,2,1,3,acept,not furnished,200,1500,142,22
60,3,1,1,3,acept,not furnished,470,1550,0,20
240,3,4,3,9,acept,not furnished,2100,5800,825,74
48,1,1,1,4,acept,not furnished,633,3400,114,44
70,3,1,1,8,acept,not furnished,395,1300,71,18
345,3,3,0,-,not acept,furnished,0,3500,150,58
250,4,2,3,2,not acept,furnished,3000,15000,100,191
158,4,4,3,4,acept,furnished,1990,3500,589,45
55,2,1,1,-,acept,furnished,0,1300,34,24
80,2,1,1,17,acept,not furnished,866,1820,235,24
42,1,1,1,11,acept,not furnished,500,2200,50,33
80,3,3,2,20,acept,not furnished,600,4450,242,57
50,1,1,0,1,acept,not furnished,519,1550,28,20
380,4,3,2,9,acept,not furnished,3220,15000,1348,194
85,2,2,1,6,acept,furnished,1200,5300,67,68
120,4,3,2,1,acept,not furnished,0,3250,0,44
214,4,5,4,6,acept,not furnished,2235,3251,1026,42
277,4,4,6,5,acept,not furnished,4200,3800,1947,49
50,2,1,1,4,acept,not furnished,330,1080,0,14
90,3,2,2,2,not acept,not furnished,530,2000,159,27
287,4,5,2,-,acept,furnished,0,6000,317,91
11,1,1,0,1,not acept,furnished,300,2000,42,26
62,2,1,1,7,not acept,not furnished,485,1620,54,24
45,1,1,1,7,not acept,furnished,522,3100,120,40
80,2,1,1,1,acept,not furnished,200,1650,70,25
115,3,3,2,5,not acept,not furnished,1000,4890,234,62
110,2,2,1,3,acept,furnished,600,1800,152,27
162,3,3,2,4,acept,not furnished,1756,7000,367,89
85,3,2,1,4,acept,not furnished,1250,1800,306,24
105,4,3,3,5,acept,not furnished,1148,1900,228,26
180,2,2,5,-,acept,not furnished,1,3000,1,46
80,2,1,0,9,acept,not furnished,330,831,159,11
56,2,1,1,6,acept,not furnished,680,2200,11,28
70,2,1,1,15,acept,not furnished,1049,1200,35,16
70,1,2,1,6,not acept,not furnished,1100,1200,85,16
75,3,1,1,4,not acept,not furnished,482,1000,145,14
420,4,6,4,-,acept,not furnished,300,6500,417,98
279,3,3,8,-,acept,furnished,0,3500,182,53
160,4,4,2,-,acept,not furnished,0,2400,0,37
41,1,1,0,-,acept,not furnished,250,1100,0,14
97,2,2,2,3,acept,not furnished,1400,2200,42,28
40,1,1,1,7,acept,furnished,400,1400,36,21
110,3,2,1,5,acept,furnished,1217,3600,215,46
298,4,3,2,3,acept,furnished,330,2500,300,34
87,4,2,2,2,acept,not furnished,370,1600,160,22
150,5,5,4,3,not acept,furnished,1800,3700,917,47
113,3,2,2,8,acept,not furnished,1750,2975,359,38
293,6,2,3,-,acept,not furnished,0,2600,138,43
90,3,2,2,1,acept,not furnished,1017,2000,165,26
305,4,3,3,14,acept,not furnished,2500,9000,660,120
50,2,1,1,-,not acept,not furnished,0,1040,277,14
150,3,3,2,-,acept,not furnished,0,3300,135,50
367,3,4,4,8,not acept,not furnished,7000,15000,1032,220
50,2,1,0,9,acept,furnished,505,2350,64,31
230,3,4,3,7,not acept,not furnished,3200,8000,1167,102
125,3,3,1,6,acept,furnished,1600,5500,247,70
140,3,2,1,4,acept,not furnished,1100,1350,95,18
63,3,2,0,18,acept,not furnished,550,1800,0,23
110,2,1,1,21,acept,not furnished,975,3300,234,42
54,2,1,1,13,acept,not furnished,480,1610,0,21
67,2,1,0,3,acept,not furnished,330,1523,50,23
296,3,4,4,2,acept,not furnished,1860,8864,0,113
70,2,1,1,-,acept,not furnished,0,1000,75,17
50,2,1,0,-,not acept,not furnished,50,1100,0,17
160,3,2,4,-,not acept,not furnished,0,3500,0,53
60,2,2,1,14,not acept,not furnished,460,2200,20,28
220,3,4,3,12,acept,furnished,3120,8000,1034,102
340,4,3,8,-,acept,not furnished,0,13000,1167,196
52,2,1,0,1,not acept,not furnished,50,1150,34,15
50,2,1,1,1,acept,not furnished,100,915,63,13
60,2,1,0,3,acept,not furnished,290,2200,80,30
125,3,3,3,-,acept,not furnished,100,2450,15,37
36,2,1,0,-,not acept,not furnished,0,1080,0,17
100,3,2,1,5,acept,not furnished,730,1500,120,20
550,4,7,3,-,acept,furnished,0,11500,1650,173
60,3,1,2,4,not acept,not furnished,383,1105,0,14
48,1,1,0,4,not acept,not furnished,490,500,17,7
164,3,3,1,3,acept,furnished,1795,9000,210,115
90,3,2,1,2,acept,not furnished,280,1200,100,16
78,3,2,1,4,acept,not furnished,450,2800,75,41
44,2,1,0,1,acept,not furnished,260,1125,0,15
180,3,3,2,1,acept,not furnished,1500,2950,267,40
82,3,2,1,1,acept,not furnished,650,1200,100,16
49,1,1,1,7,acept,furnished,830,2900,139,37
400,5,4,5,-,not acept,not furnished,0,13970,417,210
74,2,3,2,26,acept,not furnished,450,3200,40,41
110,2,1,1,-,acept,not furnished,0,1500,163,23
58,1,1,1,1,acept,furnished,475,3500,70,45
23,1,1,0,5,not acept,not furnished,320,1540,0,20
95,3,2,1,3,acept,not furnished,1061,2500,67,33
196,4,3,3,13,not acept,not furnished,2420,5000,931,64
70,2,1,0,-,acept,not furnished,0,2300,123,35
148,2,1,2,3,acept,not furnished,385,1650,880,25
70,2,1,0,2,acept,not furnished,1100,1280,0,17
30,1,1,1,5,not acept,not furnished,610,2300,134,30
300,3,2,4,-,acept,not furnished,0,2700,250,41
53,1,1,1,5,not acept,furnished,1132,2600,0,33
96,3,2,2,5,acept,furnished,920,3148,81,40
190,3,4,2,10,not acept,not furnished,1764,6000,48,77
250,3,5,8,-,acept,furnished,0,6000,7,91
130,4,1,3,-,not acept,not furnished,0,2150,0,36
250,3,3,6,-,acept,not furnished,0,4250,519,64
50,1,1,0,7,acept,not furnished,305,650,13,9
840,5,6,5,-,acept,not furnished,0,8000,511,132
95,3,3,0,5,acept,not furnished,750,1999,291,26
33,1,1,0,1,not acept,not furnished,250,1305,0,17
60,2,1,0,2,acept,not furnished,380,1350,0,18
51,1,1,0,11,acept,furnished,900,4950,125,63
200,4,3,2,2,acept,not furnished,1900,8000,756,104
212,4,5,6,7,acept,not furnished,2850,4500,1067,58
66,3,1,0,-,acept,not furnished,15,1525,0,26
150,3,5,2,14,acept,not furnished,1423,3102,452,40
48,2,1,1,12,acept,not furnished,400,1270,9,17
90,2,2,1,-,acept,not furnished,0,2500,274,38
136,4,3,2,3,not acept,not furnished,750,4000,327,59
40,1,1,1,14,acept,not furnished,557,3000,95,39
100,1,2,2,-,not acept,not furnished,0,1700,0,26
32,1,1,0,18,acept,not furnished,330,1200,100,16
30,1,1,1,13,acept,furnished,700,3300,9,42
170,2,2,5,-,acept,not furnished,0,5500,600,83
184,4,3,4,-,acept,not furnished,0,3240,220,49
368,4,5,4,1,acept,not furnished,4210,5000,2661,64
230,3,4,4,12,acept,not furnished,3300,7000,917,89
214,4,6,4,4,acept,furnished,2000,11000,780,140
37,1,1,1,7,not acept,not furnished,425,2000,0,27
450,5,5,4,-,not acept,not furnished,0,5540,520,84
87,3,2,0,6,acept,not furnished,1284,2000,231,26
70,2,1,1,-,acept,not furnished,0,1300,25,20
54,2,1,1,-,acept,not furnished,480,1250,7,16
155,4,3,3,7,acept,not furnished,1200,3300,356,44
35,1,1,0,-,acept,not furnished,0,1100,30,14
160,4,4,5,-,acept,not furnished,0,4500,0,68
95,3,2,2,1,acept,not furnished,210,1400,122,19
113,2,1,1,5,acept,not furnished,1000,3000,50,39
70,3,2,1,9,acept,not furnished,1002,850,255,11
131,3,2,2,1,acept,not furnished,1497,1800,600,23
130,3,3,1,2,acept,not furnished,690,3200,150,43
72,2,1,0,1,acept,not furnished,80,1300,40,19
130,2,1,1,-,acept,not furnished,0,1280,59,21
80,2,3,1,7,acept,furnished,850,1300,320,10
50,3,2,2,-,acept,not furnished,150,2800,30,43
54,2,1,1,4,not acept,not furnished,570,2000,10,26
130,3,3,3,23,acept,not furnished,1290,2800,489,36
230,4,1,1,3,acept,not furnished,1287,3500,370,52
50,2,1,1,1,acept,not furnished,300,1100,0,14
100,3,2,3,-,acept,not furnished,0,2800,0,46
40,1,1,1,2,not acept,furnished,0,970,0,13
75,3,1,1,1,not acept,not furnished,296,12000,0,181
30,1,1,1,4,not acept,furnished,1787,1200,144,16
68,2,2,1,3,acept,not furnished,400,1800,82,27
117,3,3,2,-,acept,not furnished,0,2700,16,41
600,5,4,5,-,acept,furnished,0,12000,1167,214
126,3,2,2,18,not acept,not furnished,990,1610,0,21
290,4,4,3,-,acept,not furnished,0,2500,262,45
120,3,1,0,4,acept,not furnished,1090,1500,125,22
35,1,1,0,3,acept,furnished,450,1600,0,21
40,1,1,1,2,not acept,furnished,0,970,0,13
56,2,2,1,4,acept,not furnished,500,2000,0,26
53,2,1,1,1,acept,not furnished,0,800,65,11
270,4,4,4,11,acept,furnished,2800,15000,100,191
150,4,2,2,-,acept,not furnished,600,1100,0,20
40,1,1,0,1,not acept,not furnished,0,980,0,13
31,1,1,0,9,acept,furnished,400,3280,109,42
50,2,2,1,1,acept,not furnished,450,1275,23,17
347,5,5,4,-,acept,not furnished,0,7000,500,106
70,3,1,1,14,not acept,not furnished,428,1800,42,23
75,2,1,0,4,acept,not furnished,440,1200,0,16
90,3,2,0,3,not acept,not furnished,405,1105,31,17
200,3,4,1,10,acept,not furnished,1600,1190,550,16
201,4,4,4,13,acept,not furnished,2600,5933,900,76
37,1,1,0,1,acept,not furnished,0,1400,0,18
75,3,1,1,8,not acept,not furnished,837,2200,70,28
42,1,1,0,6,acept,not furnished,1290,1650,184,21
148,3,2,0,14,acept,not furnished,610,1700,102,22
200,2,2,0,-,acept,not furnished,0,3000,9,46
216,3,3,3,16,acept,not furnished,2328,13000,1230,165
300,3,2,0,-,acept,furnished,0,8300,217,125
73,1,1,0,2,acept,not furnished,0,1350,62,18
77,3,1,0,2,acept,furnished,1163,4200,269,55
50,2,1,0,-,acept,not furnished,0,850,30,12
480,4,7,8,-,acept,not furnished,0,14000,2186,211
300,5,5,2,-,acept,not furnished,0,4000,220,61
180,3,2,1,9,acept,not furnished,1600,4900,459,64
68,3,2,1,10,acept,not furnished,600,1600,76,24
62,2,2,1,1,acept,not furnished,560,1550,17,20
62,2,2,2,6,not acept,not furnished,1000,3230,230,41
212,4,1,2,-,acept,not furnished,0,1500,88,23
340,3,4,4,-,acept,not furnished,0,10000,1584,151
280,5,4,8,-,acept,not furnished,0,10000,417,178
250,4,3,4,-,acept,not furnished,0,7200,434,109
64,2,1,0,8,acept,not furnished,500,1600,100,21
